20200208,浦东,杨东,会所旁位置三房！满五唯一，买入价高。有车位！诚售必看好房,1120万,3室2厅 | 127.49平米 | 南 | 精装 | 低楼层(共25层) | 2004年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/prod-d745c1c2-bce3-418c-9382-1e1f3fc08f77.jpg.296x216.jpg
20200208,浦东,杨东,内环内地铁2号线口，高区次顶楼，全屋朝南，自住装修必看好房,850万,2室2厅 | 83.9平米 | 南 | 简装 | 高楼层(共18层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_uYqhNnTiO_1.jpg.296x216.jpg
20200208,浦东,杨东,海桐电梯高区视野好，双南户型，一手动迁，满五唯一必看好房,520万,2室1厅 | 71.87平米 | 南 | 简装 | 高楼层(共18层) | 1999年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_NEz6qQE4Z_1.jpg.296x216.jpg
20200208,浦东,杨东,楼层好 视野开阔 看小区泳池 装修保养很不错必看好房,1523万,4室2厅 | 166.1平米 | 南 | 简装 | 低楼层(共17层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ClDl96FWO_1.jpg.296x216.jpg
20200208,浦东,杨东,诚意出售+ 东城笋盘+03年房龄+户型正气+看房随时必看好房,380万,1室1厅 | 57.84平米 | 南 | 简装 | 低楼层(共18层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-74618677-f5cc-4b53-8555-128376f29585.jpg.296x216.jpg
20200208,浦东,杨东,陆家嘴世纪公园旁，88平小户型总价低的少有两房必看好房,704万,2室2厅 | 88.03平米 | 南 | 简装 | 低楼层(共21层)  | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_DRjLZoZvK_1.jpg.296x216.jpg
20200208,浦东,杨东,世纪公园旁，南北通三房，全明户型位置安静，诚意出售必看好房,1430万,3室2厅 | 149.74平米 | 南 | 精装 | 中楼层(共22层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_fGkwrxloC_1.jpg.296x216.jpg
20200208,浦东,杨东,东城新村 3室1厅 630万必看好房,630万,3室1厅 | 100.66平米 | 南 | 精装 | 低楼层(共18层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_p1EgQss7E_1.jpg.296x216.jpg
20200208,浦东,杨东,全明户型、电梯中层、动迁无增值税、诚意卖房 方便看必看好房,515万,2室1厅 | 76.12平米 | 南 | 简装 | 低楼层(共18层) | 1999年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/prod-8b8f80d5-1bef-4208-a0ce-502d6a10b492.jpg.296x216.jpg
20200208,浦东,杨东,内环内 价格低 精装大三房业主诚意卖 看房方便必看好房,870万,3室2厅 | 123.4平米 | 南 | 精装 | 低楼层(共16层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_JYxIDZ2TH_1.jpg.296x216.jpg
20200208,浦东,杨东,二期急卖三房，高区满五唯一，房东诚意卖房，看房方便必看好房,820万,3室2厅 | 112.7平米 | 南 | 简装 | 高楼层(共12层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_XBYdLp7UD_1.jpg.296x216.jpg
20200208,浦东,杨东,2002年内环飞机户型 带阁楼和露台 使用面积多诚意出售必看好房,660万,3室2厅 | 90.52平米 | 南 北 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-2bfc8507-1ca6-4b99-a8fe-d9de0078fff5.png.296x216.jpg
20200208,浦东,杨东,南北直通，07年电梯房，拎包入住，楼层佳，采光好,770万,2室2厅 | 103.11平米 | 南 北 | 精装 | 中楼层(共13层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-4e761cfd-92a7-4adf-8b2b-8e3193ba2923.jpg.296x216.jpg
