20200208,徐汇,龙华,徐汇滨江顶楼复式+四南一北南北通+近11,12号线必看好房,1700万,5室2厅 | 213.91平米 | 南 | 简装 | 高楼层(共12层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-3ce1573d-7e37-4a6f-8055-1d1662934add.jpg.296x216.jpg
20200208,徐汇,龙华,满五年免个税，高区全明户型，看房方便，地铁11号线必看好房,1150万,3室2厅 | 138.78平米 | 南 | 简装 | 中楼层(共28层)  | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_3bbHW8XIk_1.jpg.296x216.jpg
20200208,徐汇,龙华,此房南北通透，板式全明户型，大两房，格局改动性大必看好房,960万,2室2厅 | 115.01平米 | 南 北 | 精装 | 低楼层(共13层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_gOjZtnmkI_1.jpg.296x216.jpg
20200208,徐汇,龙华,售后公房，满五唯一，税费少，中间层，精装，南北全明必看好房,340万,2室1厅 | 54.94平米 | 南 | 精装 | 中楼层(共6层) | 1987年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ZvdklDcEl_1.jpg.296x216.jpg
20200208,徐汇,龙华,满五唯一 南北通风 诚意出售 随时可看 采光棒。必看好房,207万,1室1厅 | 46.07平米 | 南 | 简装 | 高楼层(共7层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_MuaqSvJj2_1.jpg.296x216.jpg
20200208,徐汇,龙华,龙南七村，精装修大两房，采光好，业主诚意出售！必看好房,461万,2室1厅 | 76.9平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_H6wEMG0aw_1.jpg.296x216.jpg
20200208,徐汇,龙华,近地铁，一梯两户，精装修，靠河采光好，诚意出售必看好房,570万,2室2厅 | 84.08平米 | 南 | 精装 | 低楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_7LMz3LFNg_1.jpg.296x216.jpg
20200208,徐汇,龙华,360度采光 +金黄二楼层佳+一梯两户结构好+小区环境佳必看好房,495万,2室1厅 | 74.97平米 | 南 | 精装 | 低楼层(共6层) | 1992年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_lW2O04HFt_1.jpg.296x216.jpg
20200208,徐汇,龙华,层高3.3米！18年全新装修！客厅面宽7.5米！带产权车位必看好房,3150万,4室2厅 | 289.05平米 | 南 | 精装 | 低楼层(共22层)  | 板楼,https://image1.ljcdn.com/310000-inspection/prod-674d9449-e2d2-4d8e-96f6-ac956d29f678.jpg.296x216.jpg
20200208,徐汇,龙华,满二唯一，业主自住看房方便，居家精装，楼层低采光好必看好房,360万,2室1厅 | 51.08平米 | 南 | 精装 | 中楼层(共5层) | 1980年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ekDDhen75.jpg.296x216.jpg
20200208,徐汇,龙华,徐汇滨江地铁口 单价4.7万的 双南全明户型 有钥匙必看好房,315万,2室1厅 | 66.33平米 | 南 | 简装 | 高楼层(共7层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_2h874ukPp_1.jpg.296x216.jpg
